,CompanyName,number_of_permits_applied_for,PlanReviewAverageDays
2431,A & A STAR GROUP INC,8.0,189.5
2432,TUFF SHED INC,8.0,56.5
2433,CROGNALE CONSTRUCTION COMPANY INC,8.0,111.125
2434,ACME SPRINKLERS OF BROWARD INC,8.0,19.375
2435,Sunshine Electric 24/7 LLC,8.0,122.875
2436,ALUMINUM TECHNOLOGIES CORP  INC.,8.0,19.625
2437,IVR ELECTRIC CORP,8.0,151.875
2438,Guisan Air Conditioning & Refrigeration Inc.,8.0,0.0
2439,MARC JONES CONSTRUCTION L.L.C DBA SUNPRO SOLAR,8.0,72.5
2440,PRECISION PORTABLES LLC,8.0,2.875
2441,VISTA MECHANICAL CORP,8.0,55.0
2442,ARROW ASPHALT & ENGINEERING INC,8.0,153.25
2443,RAC CONTRACTORS LLC,8.0,353.625
2444,MR DOOR MAN INC,8.0,24.375
2445,C & S PAINT AND WALLPAPER  INC.,8.0,72.625
2446,I Power Electric Inc,8.0,185.375
2447,GLOBAL BUILDERS GROUP INC.,8.0,17.125
2448,TWIN BROTHERS PLUMBING CONTRACTORS CORP,8.0,49.5
2449,ANTARTIKA AIR CONDITIONING,8.0,47.375
2450,ULTRA WEATHER CORP,8.0,4.875
2451,GARAGE DOOR SOLUTIONS CORP,8.0,16.5
2452,VAS RENOVATIONS INC,8.0,120.75
2453,Tequesta Construction Services Group Inc.,8.0,184.875
2454,BATES ELECTRIC SERVICE & TECHNOLOGY  INC.,8.0,184.875
2455,A1 Garcia Construction Inc.,8.0,458.875
2456,ARMANDO GONZALEZ REMODELING INC,8.0,127.0
2457,ALPHA SECURITY & FIRE ALARM SERVICES  INC.,8.0,203.5
2458,Kennedy Contractors Inc.,8.0,189.75
2459,Weather Tech Roofing & Waterproofing  INC.,8.0,36.125
2460,HURRICANE SHUTTER PROS LLC,8.0,26.25
2461,AG CONST LLC,8.0,18.375
2462,RESTORE CONSTRUCTION GROUP  INC.,8.0,67.0
2463,VIPER CONSTRUCTION COMPANY INC.,8.0,191.125
2464,Desscon Builders Inc,8.0,138.0
2465,COASTAL PLUMBING OF SOUTH BEACH  INC,8.0,287.625
2466,INTEGRITY STRUCTURES & ROOFING LLC,8.0,85.25
2467,FENCE MASTERS INC,8.0,157.75
2468,ORATSO CORPORATION,8.0,43.875
2469,A & I Enterprises of South Florida Inc,8.0,374.25
2470,Cyclone Mechanical Inc,8.0,193.75
2471,Alberts Wood Floors Inc,7.0,12.857142857142858
2472,DAVID MANCINI & SONS INC,7.0,350.14285714285717
2473,CHRIS PLUMBING & BACKFLOW  LLC,7.0,211.85714285714286
2474,precision source inc,7.0,133.57142857142858
2475,FRITEAU JOSEPH CARPENTRY INC,7.0,47.857142857142854
2476,ACME ELEVATOR CORP,7.0,3.4285714285714284
2477,Cintas Fire Protection,7.0,151.0
2478,Fennec LLC,7.0,73.71428571428571
2479,Dharma Construction Group Inc.,7.0,335.0
2480,BLACK FIN CONTRACTORS L.L.C,7.0,42.57142857142857
2481,BEENE CONSTRUCTION LLC,7.0,74.57142857142857
2482,AFFORDABLE AIR & HEAT INC,7.0,23.714285714285715
2483,AIR MIKE,7.0,123.42857142857143
2484,USA QUALITY CONTRACTOR INC,7.0,159.28571428571428
2485,ELECTRICAL MASTERS CONTRACTORS LLC,7.0,192.14285714285714
2486,J & J Cardona Construction Inc.,7.0,187.57142857142858
2487,TOP KNOTCH ROOFING AND SERVICES INC,7.0,39.285714285714285
2488,GRACE ROOFING & SHEET METAL ENTERPRISES LLC,7.0,23.571428571428573
2489,POMA CONSTRUCTION CORP.,7.0,57.0
2490,BALLAD ELECTRIC INC,7.0,80.85714285714286
2491,BRM CONSTRUCTION INC,7.0,30.285714285714285
2492,FUERTES GENERAL CONTRACTORS INC,7.0,487.2857142857143
2493,LEE ELECTRICAL ENTERPRISE LLC,7.0,75.0
2494,ALL TEMPERATURE SERVICE INC,7.0,127.28571428571429
2495,Burke Construction Group Inc.,7.0,218.71428571428572
2496,ANDREU & ASSOCIATES INC,7.0,160.85714285714286
2497,A Galvez Construction & Consulting LLC,7.0,117.28571428571429
2498,CAPTAIN HARRYS HI TECH POOLS INC,7.0,69.42857142857143
2499,ZAPATA INC,7.0,47.285714285714285
2500,RM & ASSOCIATES CONSULTING INC,7.0,258.85714285714283
2501,AoneA Electric Inc,7.0,91.57142857142857
2502,AVIV AIR CONDITIONING INC,7.0,60.42857142857143
2503,ONE TREASURE DRIVE CORP,7.0,80.14285714285714
2504,DONNA E MILO INC,7.0,164.85714285714286
2505,BRITO CONSTRUCTION GROUP  INC,7.0,288.7142857142857
2506,ROOF GIANTS,7.0,22.0
2507,CANCIO GROUP LLC,7.0,530.5714285714286
2508,JAR Construction,7.0,65.57142857142857
2509,GEORGE & ASSOCIATES CONTRACTORS INC,7.0,31.428571428571427
2510,NOVEL ENTERPRISES LLC,7.0,12.285714285714286
2511,FRIENDLY ROOFING AND A/C INC,7.0,80.85714285714286
2512,J & K Contractors Corp,7.0,51.42857142857143
2513,Ray Of Light Electric Inc,7.0,43.714285714285715
2514,Jireh Air Conditioning & Refrigeration Inc.,7.0,165.57142857142858
2515,Eddys Plumbing Services Inc.,7.0,280.2857142857143
2516,powertech fire and security inc,7.0,22.285714285714285
2517,COOLING ENGINEERING GROUP,7.0,106.85714285714286
2518,Access Control Technologies,7.0,43.57142857142857
2519,KIMBERLY AIR INC,7.0,94.14285714285714
2520,SYNERGY GENERAL CONTRACTING LLC,7.0,243.71428571428572
2521,ALARTECH  INC.,7.0,301.42857142857144
2522,ELECTRIC SOLUTIONS SERVICES CORP,7.0,83.71428571428571
2523,INSIDE CONSTRUCTION GROUP INC.,7.0,42.714285714285715
2524,BACALLAO CONSTRUCTION & ENGINEERING DEVELOPMENT LLC,7.0,157.28571428571428
2525,OHL BUILDING INC,7.0,85.71428571428571
2526,GDT GROUP CORP,7.0,10.142857142857142
2527,V & V WINDOWS DBA  LABRADOR & FUNDORA CORP,7.0,13.428571428571429
2528,OMMEC LLC,7.0,48.714285714285715
2529,Dadis Unit Refrigeration Inc,7.0,0.42857142857142855
2530,VOLT ELECTRIC CORP,7.0,180.28571428571428
2531,DRAFT PROS LLC DBA DRAFTPROS INC,7.0,167.57142857142858
2532,FIGARO CONSTRUCTION AND RESTORATION LLC,7.0,67.28571428571429
2533,PROVINCIAL SOUTH INC,7.0,22.285714285714285
2534,ONE UP SOLAR CONTRACTOR INC,7.0,87.71428571428571
2535,SUR DRAIN SERVICES INC,7.0,150.42857142857142
2536,NRGWONDER SE LLC,7.0,37.0
2537,Dade Professional Roofing,7.0,14.142857142857142
2538,Miamicrete  Inc.,7.0,94.85714285714286
2539,JB & L Const & Utilities Corporation,7.0,37.285714285714285
2540,ATP CONTRACT CORP,7.0,71.42857142857143
2541,Y Rivera & Sons Roofing LLC,7.0,23.285714285714285
2542,STAR POOL BUILDERS INC.,7.0,58.857142857142854
2543,STR MECHANICAL CORP,7.0,271.2857142857143
2544,Miami Design Builders Inc.,7.0,91.0
2545,GATOR ELECTRIC AND COMMUNICATIONS INC,7.0,24.285714285714285
2546,UNIVERSAL WORLD CONSTRUCTION  INC DBA Universal World Roofing,7.0,51.142857142857146
2547,PLUMB PARTNERS  LLC,7.0,229.57142857142858
2548,MIAMI FLOOR COVERING INC,7.0,28.428571428571427
2549,WEST CONSTRUCTION INC,7.0,596.0
2550,ARC ROOFING CORPORATION,7.0,21.571428571428573
2551,PRIDE FLOORING LLC,7.0,5.857142857142857
2552,Miami International Elevator Corp,7.0,30.714285714285715
2553,STEPHEN MATTHEW ELBAZ PLUMBING LLC,7.0,548.5714285714286
2554,INDIGO CONSTRUCTION SERVICES DBA NAVICON CONSTRUCTION,7.0,73.0
2555,MC & C SERVICES LLC,7.0,305.14285714285717
2556,GUSTAVO LARRAZABAL CONSULTANT. LLC,7.0,257.42857142857144
2557,Xtreme Fire Protection Inc,7.0,23.142857142857142
2558,EUROPE DESIGN INC.,7.0,8.285714285714286
2559,CCS /DBA Caviedes Construction Services LLC,7.0,101.28571428571429
2560,CENTRY AIR DESIGNS INC,7.0,83.57142857142857
2561,RC COAST CONSTRUCTION,7.0,444.42857142857144
2562,ESTRUTURA LLC,7.0,81.14285714285714
2563,TRINITY FLOORING LIZA INC,7.0,14.571428571428571
2564,L.V. CONTRACTOR CORP,7.0,7.428571428571429
2565,Figueroa & Daughters Builders Inc.,7.0,95.71428571428571
2566,AMERICAN DRAIN CLEANERS & PLUMBING  INC.,7.0,65.14285714285714
2567,TRUST ELECTRIC CORP,7.0,166.28571428571428
2568,JJ QUALITY ROOFING INC,7.0,24.142857142857142
2569,JVD Service Inc.,7.0,15.571428571428571
2570,Horizon Plumbing & Mechanical,7.0,351.0
2571,BILANTAR  INC.,7.0,233.14285714285714
2572,JADA CONSTRUCTION INC,7.0,44.285714285714285
2573,Kool Flow Inc.,7.0,303.57142857142856
2574,Colegial contractors LLC,7.0,79.85714285714286
2575,CBC 5 LLC dba Complete Building Compliance 5,7.0,304.42857142857144
2576,A1 FLORIDA ELECTRIC CONTRACTOR CORP,7.0,297.14285714285717
2577,STAR GROUP CONSTRUCTION INC. dba STAR PAINTING & WATERPROOFING  INC.,7.0,121.42857142857143
2578,M.A.P. AIR CONDITIONING  INC.,7.0,548.1428571428571
2579,THREE LIONS CONSTRUCTION  INC.,7.0,252.71428571428572
2580,Last Minute Inc,7.0,498.0
2581,EM CONSTRUCTION LLC,7.0,17.142857142857142
2582,KI CONSTRUCTION LLC,7.0,11.0
2583,Sanandres Construction and Consulting Group,7.0,83.42857142857143
2584,JCI INTERNATIONAL  INC.,7.0,467.0
2585,Air Rescue Inc,7.0,311.2857142857143
2586,ATLANTIC COAST ELECTRIC & A/C INC,7.0,121.42857142857143
2587,Fifty Stars Flooring Inc.,7.0,10.714285714285714
2588,J & M ELECTRIC LLC,7.0,26.142857142857142
2589,TRIGRAM LLC,7.0,355.57142857142856
2590,ACN Roofing LLC,7.0,69.14285714285714
2591,Emerald Roofing Inc.,7.0,36.285714285714285
2592,VICTORY CONSTRUCTION GROUP INC,7.0,52.714285714285715
2593,SECURE TECHNOLOGIES INTEGRATORS INC.,7.0,82.14285714285714
2594,BEST CONSTRUCTION CORP,7.0,35.857142857142854
2595,GENESIS ELECTRIC INC,7.0,194.42857142857142
2596,SOUTHEAST MECHANICAL SERVICE,7.0,279.2857142857143
2597,ABSOLUTE ALUMINUM & CONSTRUCTION CO/DBA SUNSTATE AWNINGS,7.0,150.42857142857142
2598,Citywide Plumbing Inc,7.0,126.42857142857143
2599,Olen Waldrep & Sons,7.0,22.142857142857142
2600,INTEGRATED SYSTEM CONTROL INC,7.0,41.42857142857143
2601,Arcs & Sparks Inc.,7.0,106.57142857142857
2602,CONSTRUCTION TECHNOLOGIES LLC,7.0,391.14285714285717
2603,Southern Marine Construction Inc,7.0,127.85714285714286
2604,MEGKAR ELECTRIC INC.,7.0,199.14285714285714
2605,A & W BUILDERS & MANAGEMENT  CORP.,7.0,65.57142857142857
2606,H G OVARES & ASSOCIATES INC,7.0,120.14285714285714
2607,AIRTIGHT HURRICANE SHUTTERS & WINDOWS  INC,7.0,23.142857142857142
2608,TEMPTROL AIR CONDITIONING  INC.,7.0,107.28571428571429
2609,INTEGRAL SOULTIONS INC,7.0,112.14285714285714
2610,W & N Electrical Contractor Inc.,7.0,28.428571428571427
2611,PANIZZA CONSTRUCTION SERVICES  CORPORATION,7.0,118.42857142857143
2612,FXD Construction  LLC,7.0,222.57142857142858
2613,BRASFIELD & GORRIE  L.L.C.,7.0,234.57142857142858
2614,SOLAR CONSTRUCTION LLC,7.0,43.0
2615,Highline Electric Co.,7.0,140.57142857142858
2616,PARAGON CONSTRUCTION UNLIMITED INC,7.0,349.0
2617,JTM CONSTRUCTION GROUP,7.0,107.71428571428571
2618,Deaco Builders LLC,7.0,200.85714285714286
2619,AHS Construction LLC,7.0,193.14285714285714
2620,Alexton Installation Inc,7.0,2.4285714285714284
2621,TADEOS ENGINEERING LLC,7.0,144.14285714285714
2622,Leroy Wilkerson Plumbing LLC,7.0,140.57142857142858
2623,AR CONSTRUCTION GROUP LLC,7.0,270.14285714285717
2624,RESTLESS RESTORATION LLC,7.0,206.28571428571428
2625,CONNECTIVE ELECTRIC INC.,7.0,38.714285714285715
2626,R & B HI  TECH SYSTEMS INC,7.0,67.0
2627,Mito Plumbing Corp.,7.0,376.14285714285717
2628,Fire Co Safety & Equipment,7.0,85.71428571428571
2629,E & R Electric Inc,7.0,108.85714285714286
2630,Concord Electric Inc.,7.0,90.0
2631,DECO POOLS INC,7.0,122.57142857142857
2632,A B & K PLUMBING CORP,7.0,265.85714285714283
2633,T & E ROOFING INC,7.0,41.142857142857146
2634,AMERICAN ELECTRIC OF MIAMI  INC.,7.0,443.57142857142856
2635,KARCH ENERGY CONTRACTORS INC,7.0,372.14285714285717
2636,LB Electrical Contractor Inc.,7.0,112.57142857142857
2637,RUNU CONTRACTING INC,7.0,578.2857142857143
2638,AMCON GROUP INC,7.0,58.0
2639,RK ELECTRIC CONTRACTOR INC,7.0,303.2857142857143
2640,ARKING SOLUTIONS INC,7.0,182.14285714285714
2641,HEMAG INC,7.0,26.714285714285715
2642,BUILDING SERVICE TEKS LLC,7.0,204.57142857142858
2643,KLIMA MECHANICAL CONTRACTORS,7.0,179.85714285714286
2644,Total Control Design LC,7.0,61.0
2645,DELUXE WATERPROOFING & CAULKING INC,7.0,22.571428571428573
2646,DESIGNSTOGO  INC.,7.0,186.42857142857142
2647,NATIONS AIR CONDITIONING INC. DBA Hi Tech Air Service,7.0,76.71428571428571
2648,GREEN HOME IMPROVEMENT PLUS LLC,7.0,57.142857142857146
2649,ROOFING R US SYSTEMS INC,7.0,12.285714285714286
2650,Distinctive Homes,7.0,103.28571428571429
2651,MICHAEL ARIAS RESIDENTIAL CONTRACTOR CORP,7.0,26.428571428571427
2652,Gentle Breeze Corp,7.0,213.85714285714286
2653,SPRIGHTFUL LLC,7.0,22.142857142857142
2654,OCEAN PLASTER & PAINT CORP,7.0,388.7142857142857
2655,KINGDOM AIR CONDITIONING INC.,7.0,283.7142857142857
2656,Parkway C& A LP,7.0,542.2857142857143
2657,GEORGE W PEARSON INC,7.0,109.42857142857143
2658,AMPERAGE ELECTRICAL ENTERPRISE,7.0,120.71428571428571
2659,RMQ CONSTRUCTION CORPORATION,7.0,254.85714285714286
2660,CS2 CONSTRUCTION GROUP  CORP.,7.0,140.71428571428572
2661,FLOODBARRIER  INC,7.0,59.857142857142854
2662,SAFEGUARD ROOFING INC,7.0,46.714285714285715
2663,Caballeiro Corp/ DBA GMP CONTRACTORS,7.0,181.85714285714286
2664,GLEZ ELECTRICAL CORP,7.0,312.2857142857143
2665,LEZAS PLUMBING CORP.,7.0,658.5714285714286
2666,UNIVERSAL HVAC CORP,7.0,207.85714285714286
2667,Earthbound Construction Inc.,7.0,279.0
2668,CASTELLAR CONSTRUCTION INC.,7.0,413.2857142857143
2669,Greenstone Construction LLC,7.0,80.28571428571429
2670,ALLIED ELECTRICAL SERVICES  INC.,7.0,91.14285714285714
2671,CG3 GROUP LLC,7.0,96.42857142857143
2672,TCS Group Inc.,7.0,2.4285714285714284
2673,FIREMAX FIRE PROTECTION INC,7.0,66.28571428571429
2674,JAM ELECTRIC SERVICE INC,7.0,291.85714285714283
2675,CABRERA AIR CONDITIONING INC,7.0,831.4285714285714
2676,Albu & Associates Inc.,7.0,283.14285714285717
2677,EARL W JOHNSTON ROOFING INC.,7.0,69.85714285714286
2678,PROFESSIONAL ROOFING & SALES INC,7.0,14.0
2679,Air Cooling Inc.,7.0,44.857142857142854
2680,ACP CONSTRUCTION JESUS,7.0,33.57142857142857
2681,A1 PRO ROOFING  LLC,7.0,25.857142857142858
2682,MEG CONSTRUCTION INC,7.0,112.71428571428571
2683,SUPER AMERICA ELECTRIC  INC.,7.0,180.14285714285714
2684,Henrys Fence Inc.,7.0,59.285714285714285
2685,Persons Services Corp,7.0,45.714285714285715
2686,Jafe Contracting Co DBA Modern Electric,7.0,58.714285714285715
2687,B G CONSTRUCTION AND DEVELOPMENT LLC,7.0,367.57142857142856
2688,CAZACA CONSTRUCTION INC,7.0,104.71428571428571
2689,BOURQUE BROTHERS INC,7.0,122.71428571428571
2690,FCL ELECTRIC GROUP  LLC,7.0,93.71428571428571
2691,CANDELA CONSTRUCTION INC.,7.0,279.57142857142856
2692,High Rise Development LLC,7.0,505.14285714285717
2693,Oak Tree Develpoment Corp,7.0,145.14285714285714
2694,Smart Energy Inc.,7.0,49.285714285714285
2695,PARDIME ELECTRIC INC,7.0,282.42857142857144
2696,STORMWISE HURRICANE PROTECTION LLC,7.0,28.571428571428573
2697,Pro Quality Plumbing Inc.,7.0,298.57142857142856
2698,Coral Way Plumbing Corp,7.0,265.14285714285717
2699,Smart House Solutions Inc.,7.0,31.285714285714285
2700,FOCUS ELECTRICAL SERVICES INC,7.0,144.42857142857142
2701,A 21ST CENTURY PLUMBING CO INC,7.0,279.57142857142856
2702,LANDEL CONSTRUCTION CORP,7.0,21.857142857142858
2703,W.S. SCONYERS LLC,7.0,12.714285714285714
2704,ecora corp,7.0,93.85714285714286
2705,JOMED CONSTRUCTION CORP,7.0,29.0
2706,ROBIN ENTERPRISES INC,7.0,28.857142857142858
2707,Automation American Corp.,7.0,125.85714285714286
2708,COAST TO COAST GENERAL CONTRACTORS INC,7.0,106.85714285714286
2709,DJED POWER LLC,7.0,56.857142857142854
2710,GLOBAL DESIGN & CONSTRUCTION  INC,7.0,494.57142857142856
2711,AExcellent Service,7.0,6.0
2712,NATIONAL GLASS & CONSTRUCTION,7.0,29.857142857142858
2713,AAA MODERN AIR CONDITIONING  INC,7.0,5.571428571428571
2714,A & W ELECTRIC OF HOLLYWOOD INC,7.0,194.85714285714286
2715,STAMP CRETE INC,7.0,216.0
2716,EXCEL GENERAL CONSTRUCTION INC,7.0,135.28571428571428
2717,Ricks Cooling Inc.,7.0,408.14285714285717
2718,PGS CONSTRUCTION LLC,7.0,144.0
2719,RESULTS AIR CONDITIONING COMPANY DO NOT USE,7.0,406.42857142857144
2720,USA AIR DUCT CLEANERS LLC DBA USA AIR CONDITIONING SERVICES LLC,7.0,1.1428571428571428
2721,BUILDING UNLIMITED INC,7.0,35.285714285714285
2722,Abbot Construction Inc.,7.0,94.42857142857143
2723,BARAKAH ENTERPRISES & SERVICES LLC,7.0,131.71428571428572
2724,SUNTECH DEVELOPMENT INC.,7.0,45.42857142857143
2725,RISING SUN ELECTRIC LLC,7.0,20.571428571428573
2726,ZONE ELETRICAL CORP,7.0,295.57142857142856
2727,P & G Contractors Inc.,7.0,17.428571428571427
2728,N & N ELECTRIC  LLC,7.0,66.0
2729,BELLTECH ELECTRIC  INC.,7.0,432.0
2730,International Roofing Solutions  Inc.,7.0,37.714285714285715
2731,HOMES PROS OF MIAMI,7.0,85.71428571428571
2732,Global Elevator Sales & Service Inc.,7.0,31.428571428571427
2733,ABSOLUTE OUTDOOR LIVING LLC,7.0,161.28571428571428
2734,AURORA CONSTRUCTION & RESTORATION INC,7.0,27.428571428571427
2735,JM BUILDERS FLA  INC,7.0,39.857142857142854
2736,Ambiance Interior Manufacturing Corporation,7.0,84.14285714285714
2737,New Start Roofing  LLC,7.0,13.0
2738,FIST CONSTRUCTION INC,7.0,39.714285714285715
2739,HABITAT DEVELOPMENT  LLC,7.0,330.57142857142856
2740,Triple J Plumbing Services LLC,7.0,368.0
2741,Premium Design LLC,6.0,7.0
2742,C HORNE CONSTRUCTION COMPANY INC.,6.0,400.3333333333333
2743,Jerrys Plumbing Service Inc.,6.0,253.66666666666666
2744,EFFECTIVE SOLUTIONS US  INC,6.0,0.0
2745,QS CONSTRUCTION INC,6.0,233.5
2746,Bonewell  LLC,6.0,66.83333333333333
2747,JDS ASPHALT ENGINEERING CORP,6.0,103.5
2748,PRECISION GAS SERVICE INC,6.0,165.5
2749,SUMMA MECHANICAL CONTRACTORS LLC,6.0,103.0
2750,VULCAN BUILDERS LLC,6.0,62.833333333333336
2751,DLM CONSTRUCTION INC,6.0,40.833333333333336
2752,FRANCAR ELECTRICAL CORPORATION,6.0,821.3333333333334
2753,KENDALL APPLIANCES INC,6.0,184.66666666666666
2754,Baron Sign Manufacturing,6.0,137.16666666666666
2755,EASTERN AIR CONDITIONING SERVICES INC,6.0,354.1666666666667
2756,Grec GC LLC,6.0,210.0
2757,VERA & VERA CORP.,6.0,182.83333333333334
2758,BARTLEY BUILDER GROUP,6.0,307.5
2759,UNITED ELECTRIC CONTRACTORS INC,6.0,182.0
2760,IVEY CONSULTING CORP DBA IVEY DESIGN BUILD  CORP.,6.0,38.666666666666664
2761,CARPENTER ELECTRIC INC,6.0,16.833333333333332
2762,M C VELAR CONSTRUCTION CORP.,6.0,38.166666666666664
2763,DESIGN RELATED BUILDERS LLC,6.0,323.6666666666667
2764,HARTKOPF CONSTRUCTION COMPANY INC,6.0,123.0
2765,VOLTECH ELECTRIC CO INC.,6.0,108.66666666666667
2766,AUSTEN BUILDERS INC,6.0,33.333333333333336
2767,United Communication Services  LLC,6.0,192.33333333333334
2768,EMP 3 SOLUTIONS INC,6.0,37.833333333333336
2769,RENCO DEVELOPMENT INC,6.0,314.0
2770,A L A Ornamenta Iron Works Inc,6.0,65.33333333333333
2771,SUN WIRING  INC,6.0,12.166666666666666
2772,Feeley Remodeling and Construction,6.0,121.33333333333333
2773,CITRUS CONSTRUCTION COMPANY LLC,6.0,110.0
2774,ROOFING EXPERTS SERVICES INC,6.0,24.333333333333332
2775,Yumuri Electrical Contractor Inc.,6.0,725.3333333333334
2776,Click RCS Inc,6.0,57.333333333333336
2777,Frecom Inc,6.0,10.833333333333334
2778,CAL & SON CARPET CORP,6.0,11.666666666666666
2779,QUALITY FIRST ELECTRIC SWFL CORP.,6.0,143.0
2780,Best Industries Inc,6.0,146.66666666666666
2781,Oficina Miami LLC,6.0,98.66666666666667
2782,PLACE TECH INC,6.0,111.66666666666667
2783,MILLENNIUM CONTRACTING SERVICES  INC.,6.0,25.833333333333332
2784,Advanced Business Construction Inc.,6.0,327.3333333333333
2785,MASTER BATH OF FLORIDA,6.0,28.166666666666668
2786,CG CONSTRUCTION WINDOW COMPANY,6.0,16.666666666666668
2787,LIVING EARTH REMODELERS INC.,6.0,29.166666666666668
2788,INTERNATIONAL CONSTRUCTION ASSOCIATES  INC.,6.0,139.66666666666666
2789,AVANT BUILDERS  INC,6.0,89.33333333333333
2790,Makenzie Enterprise Inc.,6.0,12.0
2791,MAIN LINE PLUMBING  INC.,6.0,25.166666666666668
2792,SKY LIVING CO. INC,6.0,296.0
2793,Full Service Corp.,6.0,31.0
2794,SAHARA ROOFING CORP,6.0,11.833333333333334
2795,NATIONAL ELEVATOR INC.,6.0,30.833333333333332
2796,I & G Power Inc.,6.0,189.5
2797,DREAMLINE CONTRACTORS INC.,6.0,56.0
2798,CROWN CASTLE USA INC,6.0,10.666666666666666
2799,Universal Air & Heat,6.0,0.0
2800,MARVI BUILDERS LLC,6.0,203.66666666666666
2801,Rick Ross Electric  INC.,6.0,57.333333333333336
2802,Air Miami Mechanical Inc.,6.0,253.0
2803,Structura LLC,6.0,294.5
2804,K CONSTRUCTION LLC,6.0,28.5
2805,CLEMDEL CONSTRUCTION CORP,6.0,102.33333333333333
2806,Tropic Roofing Inc.,6.0,40.0
2807,CLN GROUP  LLC,6.0,179.66666666666666
2808,BUSLAM COMPANY PARTNERS INC,6.0,151.0
2809,A A RELIABLE CONSTRUCTION INC.,6.0,218.5
2810,Perfect Pavers of South Florida LLC,6.0,299.6666666666667
2811,New Beach Construction Partners Co,6.0,502.5
2812,10X CONSTRUCTION LLC,6.0,54.166666666666664
2813,LYNDA CARPET INC. DBA LINDA CARPET,6.0,12.333333333333334
2814,ENGINEERED AUTOMATION INC,6.0,15.833333333333334
2815,Jallys Electric Service Inc.,6.0,145.66666666666666
2816,JAG Air Mechanical Inc./DBA ARCON A.C.  INC.,6.0,109.66666666666667
2817,CORNERS CONSTRUCTION COMPANY,6.0,195.0
2818,R E RENOVATORS LLC,6.0,443.3333333333333
2819,EDDY FS ELECTRICAL SERVICES  LLC,6.0,38.166666666666664
2820,Bryson Consturction Inc.,6.0,139.66666666666666
2821,Cleaning & Restoration Corp. dba SERVPRO OF BRICKELL,6.0,60.5
2822,RELIABLE BUILDING INDUSTRIES INC,6.0,93.66666666666667
2823,UNIQUE PATIOS & POOLS INC,6.0,174.16666666666666
2824,J ROMANO GROUP INC,6.0,34.166666666666664
2825,MCM ELECTRICAL CONTRACTOR INC.,6.0,219.16666666666666
2826,JTV SERVICES Corp,6.0,441.6666666666667
2827,Carlson Fence Co Inc.,6.0,187.33333333333334
2828,SOUTHEASTERN CONSTRUCTION GROUP INC,6.0,8.333333333333334
2829,Coralaire Services Inc.,6.0,18.666666666666668
2830,DADE WRECKING CONTRACTORS CORP,6.0,94.16666666666667
2831,P & H ADDITIONS  INC.,6.0,128.5
2832,W&R Construction Group Inc.,6.0,44.166666666666664
2833,NEC ELECTRIC SOLUTIONS CORP,6.0,259.1666666666667
2834,RBM CONTRACTOS CORP,6.0,169.16666666666666
2835,HYT CONSTRUCTION CORPORATION,6.0,190.5
2836,DEPLUS Contractor INC,6.0,486.6666666666667
2837,KEYSTONE BUILDERS INC,6.0,85.5
2838,SHOCK ELECTRIC SERVICE LLC,6.0,74.0
2839,PAUL A JACKSON PLUMBING INC,6.0,306.3333333333333
2840,ON DEMAND PLUMBING AND SEPTIC CORP,6.0,288.5
2841,PRAXIS CONTRACTORS INC,6.0,51.166666666666664
2842,Professional Construction Management Group  LLC DBA Procon Management Group,6.0,7.833333333333333
2843,Bel Air Services & Air Conditioning Inc.,6.0,191.0
2844,AL GENERAL PLUMBING CORP,6.0,225.83333333333334
2845,WHOLESALES SIGNS IND. INC,6.0,60.833333333333336
2846,CONTEMPORARY BUILDERS INC,6.0,489.5
2847,MR1 Corporation,6.0,151.0
2848,ALLSTATE PLUMBING CONTRACTORS INC,6.0,176.16666666666666
2849,POWERPLUS ELECTRICAL CONTRACTOR  INC,6.0,23.0
2850,York Security Solutions  LLC,6.0,37.166666666666664
2851,Morales And Son Inc.,6.0,750.1666666666666
2852,CRISSCROSS CONCRETE CUTTING & DRILLING INC.,6.0,47.0
2853,SUCCESS ELECTRICAL CONTRACTOR INC,6.0,78.66666666666667
2854,Fla All Phase Construction Corp.,6.0,163.33333333333334
2855,MOBILITY ELEVATOR & LIFT CO.  SOUTH  LLC,6.0,15.166666666666666
2856,Regal Power Inc.,6.0,35.5
2857,Toranos Roofing,6.0,35.0
2858,Core Windows Systems Corp,6.0,83.33333333333333
2859,LUX HURRICANE SHUTTERS,6.0,40.666666666666664
2860,AB CONSTRUCTION GROUP LLC DBA FIVE EIGHTEEN CONSTRUCTION,6.0,66.16666666666667
2861,USNOA INC,6.0,35.333333333333336
2862,NORTH AMERICAN BUILDERS INC,6.0,330.6666666666667
2863,BUILDING SQUAD INC,6.0,74.66666666666667
2864,DELKA INNOVO GROUP INC,6.0,54.5
2865,HERNANDEZ FIRE PROTECTION  INC.,6.0,25.166666666666668
2866,DeltaEden Inc.,6.0,26.666666666666668
2867,DEFT BUILD LLC,6.0,108.16666666666667
2868,Wilcon Co,6.0,128.5
2869,POWERHOUSE RETAIL SERVICES LLC,6.0,91.83333333333333
2870,CANNATELLI BUILDERS INC,6.0,84.66666666666667
2871,Timuti Construction LLC,6.0,150.66666666666666
2872,Security Tech Group,6.0,1.1666666666666667
2873,J & V RESIDENTAL SERVICES INC,6.0,184.5
2874,Paradise Awnings Corp.,6.0,104.16666666666667
2875,Research Irrigation Inc.,6.0,70.83333333333333
2876,MODERNA DEVELOPMENT LLC,6.0,25.166666666666668
